date,volume,level,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-06-15,17.228,524.11,0.45,2.01,19.56,11.86
1990-06-16,17.651,524.5,0.45,3.56,0.22,13.63
1990-06-17,18.035,524.85,0.45,3.92,0.7,12.83
1990-06-18,18.368,525.15,0.45,2.46,16.62,13.98
1990-06-19,18.615,525.37,0.45,3.96,0.0,14.74
1990-06-20,18.808,525.54,0.45,3.49,1.6,15.14
1990-06-21,18.992,525.7,0.45,2.77,3.87,13.1
1990-06-22,19.119,525.81,0.45,4.0,0.0,14.81
1990-06-23,19.189,525.87,0.45,2.57,0.0,13.87
1990-06-24,19.258,525.93,0.45,5.19,0.0,15.3
1990-06-25,19.34,526.0,0.44,4.1,0.0,17.35
1990-06-26,19.386,526.04,0.45,5.51,2.9,18.79
1990-06-27,19.398,526.05,0.45,3.81,0.17,16.84
1990-06-28,19.456,526.1,0.45,3.35,4.82,17.73
1990-06-29,19.514,526.15,0.45,3.72,0.01,17.24
1990-06-30,19.561,526.19,0.45,4.7,0.0,18.42
1990-07-01,19.596,526.22,0.45,3.82,0.17,18.33
1990-07-02,19.619,526.24,0.45,3.32,0.0,14.69
1990-07-03,19.631,526.25,0.45,4.36,5.3,16.69
1990-07-04,19.643,526.26,0.45,2.78,2.57,13.95
1990-07-05,19.654,526.27,0.45,5.83,0.13,16.12
1990-07-06,19.69,526.3,0.45,2.83,6.0,15.33
1990-07-07,19.701,526.31,0.45,4.96,0.13,14.8
1990-07-08,19.631,526.25,0.44,5.12,0.0,14.74
1990-07-09,19.538,526.17,0.45,6.05,0.0,17.77
1990-07-10,19.423,526.08,0.44,4.74,0.24,17.98
1990-07-11,19.34,526.0,0.44,5.9,0.02,18.04
1990-07-12,19.233,525.91,0.44,5.41,0.0,15.91
1990-07-13,19.107,525.8,0.44,6.7,0.0,16.63
1990-07-14,19.003,525.71,0.44,7.51,0.04,18.94
1990-07-15,18.888,525.61,0.45,5.5,0.35,19.96
1990-07-16,18.796,525.53,0.45,4.0,0.0,18.98
1990-07-17,18.739,525.48,0.44,4.5,0.0,21.21
1990-07-18,18.739,525.48,0.44,5.61,0.0,20.21
1990-07-19,18.728,525.47,0.44,7.37,0.0,20.98
1990-07-20,18.705,525.45,0.44,7.2,0.0,20.17
1990-07-21,18.683,525.43,0.44,7.09,0.0,20.45
1990-07-22,18.683,525.43,0.44,7.19,0.0,21.41
1990-07-23,18.66,525.41,0.44,6.07,0.0,21.07
1990-07-24,18.638,525.39,0.44,5.15,3.99,22.53
1990-07-25,18.514,525.28,0.44,4.73,0.0,19.52
1990-07-26,18.379,525.16,0.44,7.52,0.04,20.97
1990-07-27,18.256,525.05,0.44,5.29,0.14,19.6
1990-07-28,18.123,524.93,0.46,5.5,0.0,20.56
1990-07-29,18.057,524.87,0.45,3.39,15.5,17.24
1990-07-30,17.947,524.77,0.45,3.41,0.89,15.93
1990-07-31,17.804,524.64,0.44,6.09,0.0,19.16
1990-08-01,17.727,524.57,0.44,6.03,0.0,20.54
1990-08-02,17.629,524.48,0.44,7.22,0.0,20.97
1990-08-03,17.542,524.4,0.44,5.19,0.0,19.37
1990-08-04,17.444,524.31,0.45,4.85,0.0,18.46
1990-08-05,17.336,524.21,0.44,4.89,0.0,20.3
1990-08-06,17.26,524.14,0.45,5.0,3.6,20.76
1990-08-07,17.164,524.05,0.45,3.82,10.46,18.56
1990-08-08,17.057,523.95,0.45,3.33,4.27,15.9
1990-08-09,16.95,523.85,0.45,5.11,0.15,16.76
1990-08-10,16.865,523.77,0.44,4.39,0.0,16.96
1990-08-11,16.802,523.71,0.45,5.43,0.0,18.24
1990-08-12,16.728,523.64,0.45,4.3,0.0,19.21
1990-08-13,16.728,523.64,0.44,4.01,0.66,19.96
1990-08-14,16.675,523.59,0.44,4.25,9.17,19.4
1990-08-15,16.612,523.53,0.44,3.4,1.8,17.87
1990-08-16,16.539,523.46,0.44,3.57,0.0,17.24
1990-08-17,16.466,523.39,0.43,3.83,1.0,18.27
1990-08-18,16.397,523.32,0.43,2.89,0.66,17.14
1990-08-19,16.33,523.26,0.43,3.49,0.0,16.78
1990-08-20,16.257,523.19,0.42,5.79,0.06,20.8
1990-08-21,16.289,523.22,0.42,4.31,0.04,20.59
1990-08-22,16.237,523.17,0.42,4.54,6.88,18.78
1990-08-23,16.185,523.12,0.41,5.09,0.0,18.4
1990-08-24,16.082,523.02,0.41,5.55,0.0,18.31
1990-08-25,15.979,522.92,0.41,4.37,5.14,18.49
1990-08-26,15.887,522.83,0.41,3.15,12.55,17.66
1990-08-27,15.816,522.76,0.41,2.51,1.06,16.2
1990-08-28,15.724,522.67,0.41,3.95,0.2,17.19
1990-08-29,15.623,522.57,0.4,4.27,0.0,18.48
1990-08-30,16.154,523.09,0.41,2.97,1.05,18.03
1990-08-31,17.991,524.81,0.41,1.95,13.71,14.11
1990-09-01,18.739,525.48,0.4,2.55,0.36,12.81
1990-09-02,19.05,525.75,0.4,2.51,0.23,13.23
1990-09-03,19.27,525.94,0.4,3.49,0.0,15.28
1990-09-04,19.423,526.08,0.4,3.74,0.0,17.07
1990-09-05,19.549,526.18,0.39,2.67,1.06,16.58
1990-09-06,19.538,526.17,0.39,2.63,0.05,16.11
1990-09-07,19.444,526.09,0.39,3.51,1.73,18.45
1990-09-08,19.328,525.99,0.39,2.24,0.42,15.1
1990-09-09,19.2,525.88,0.39,2.23,2.43,15.09
1990-09-10,19.061,525.76,0.38,2.08,0.16,15.04
1990-09-11,18.9,525.62,0.38,3.53,0.57,16.71
1990-09-12,18.751,525.49,0.38,3.72,0.0,17.8
1990-09-13,18.581,525.34,0.38,2.26,0.0,15.44
1990-09-14,18.457,525.23,0.38,2.32,1.85,18.01
1990-09-15,18.29,525.08,0.38,2.18,6.56,18.41
1990-09-16,18.145,524.95,0.38,1.71,3.57,15.15
1990-09-17,17.98,524.8,0.38,2.47,1.02,16.83
1990-09-18,17.804,524.64,0.37,1.63,6.92,13.59
1990-09-19,17.64,524.49,0.37,2.94,0.04,15.47
1990-09-20,17.477,524.34,0.38,3.2,0.02,18.53
1990-09-21,17.325,524.2,0.37,2.16,3.56,16.68
1990-09-22,17.174,524.06,0.37,2.13,0.0,17.05
1990-09-23,17.003,523.9,0.37,3.02,0.04,16.88
1990-09-24,16.823,523.73,0.37,1.74,2.27,15.32
1990-09-25,16.654,523.57,0.39,1.91,0.52,12.83
1990-09-26,16.602,523.52,0.37,0.98,8.92,9.97
1990-09-27,16.55,523.47,0.37,1.61,0.6,13.09
1990-09-28,16.445,523.37,0.37,1.69,0.28,15.06
1990-09-29,16.32,523.25,0.37,2.03,0.0,17.18
1990-09-30,16.278,523.21,0.37,2.48,26.61,18.18
1990-10-01,16.55,523.47,0.37,1.44,2.48,14.9
1990-10-02,17.164,524.05,0.39,1.27,6.74,13.07
1990-10-03,17.706,524.55,0.39,1.72,5.86,14.1
1990-10-04,18.2,525.0,0.39,1.56,10.28,15.08
1990-10-05,18.57,525.33,0.38,1.38,10.08,8.65
1990-10-06,18.842,525.57,0.38,2.16,0.32,9.86
1990-10-07,19.038,525.74,0.42,2.51,0.0,12.01
1990-10-08,19.233,525.91,0.4,1.12,14.18,10.4
1990-10-09,19.41,526.06,0.41,1.36,2.01,9.17
1990-10-10,19.561,526.19,0.41,1.15,4.17,11.45
1990-10-11,19.584,526.21,0.43,1.42,5.42,13.16
1990-10-12,19.561,526.19,0.44,1.32,45.08,12.57
1990-10-13,19.666,526.28,0.45,0.98,5.49,11.81
1990-10-14,19.737,526.34,0.45,0.97,3.08,12.13
1990-10-15,19.748,526.35,0.46,1.3,1.75,13.81
1990-10-16,19.784,526.38,0.46,0.85,2.95,10.63
1990-10-17,19.89,526.47,0.46,0.91,1.5,10.5
1990-10-18,19.807,526.4,0.45,0.63,0.47,8.56
1990-10-19,19.807,526.4,0.45,1.02,0.37,10.31
1990-10-20,19.76,526.36,0.45,1.25,1.91,10.94
1990-10-21,19.678,526.29,0.45,0.93,0.03,7.87
1990-10-22,19.561,526.19,0.49,0.9,0.34,11.19
1990-10-23,19.666,526.28,0.47,0.73,16.32,8.58
1990-10-24,19.678,526.29,0.46,0.53,0.47,8.14
1990-10-25,19.654,526.27,0.46,0.54,0.87,7.55
1990-10-26,19.584,526.21,0.46,0.45,0.07,7.78
1990-10-27,19.608,526.23,0.46,0.73,0.6,7.34
1990-10-28,19.654,526.27,0.46,0.35,0.0,7.13
1990-10-29,19.701,526.31,0.45,0.47,11.23,6.92
1990-10-30,19.713,526.32,0.45,0.75,0.01,13.01
1990-10-31,19.725,526.33,0.46,0.8,0.76,12.81
1990-11-01,19.725,526.33,0.46,0.44,9.16,10.12
1990-11-02,19.701,526.31,0.45,0.32,0.0,6.61
1990-11-03,19.678,526.29,0.45,0.41,0.98,4.23
1990-11-04,19.654,526.27,0.45,0.24,1.39,3.12
1990-11-05,19.608,526.23,0.45,0.43,0.61,1.88
1990-11-06,19.561,526.19,0.45,0.13,0.0,1.29
1990-11-07,19.503,526.14,0.45,0.28,0.14,4.07
1990-11-08,19.456,526.1,0.46,0.44,0.16,7.57
1990-11-09,19.468,526.11,0.48,0.41,0.33,6.88
1990-11-10,19.596,526.22,0.47,0.64,4.5,9.61
1990-11-11,19.973,526.54,0.46,0.31,14.91,7.87
1990-11-12,20.045,526.6,0.46,0.15,0.38,8.14
1990-11-13,20.045,526.6,0.46,0.52,0.0,7.58
1990-11-14,19.997,526.56,0.46,0.25,0.09,9.81
1990-11-15,19.89,526.47,0.45,0.96,0.05,8.25
1990-11-16,19.819,526.41,0.45,0.87,0.0,8.86
1990-11-17,19.807,526.4,0.45,0.5,0.13,9.62
1990-11-18,19.771,526.37,0.45,0.41,0.03,9.55
1990-11-19,19.737,526.34,0.45,0.29,0.24,8.9
1990-11-20,19.713,526.32,0.45,0.39,0.04,8.27
1990-11-21,19.69,526.3,0.45,0.61,0.19,7.69
1990-11-22,19.654,526.27,0.45,0.24,7.18,5.24
1990-11-23,19.631,526.25,0.45,0.16,0.14,0.05
1990-11-24,19.584,526.21,0.46,0.28,0.5,0.7
1990-11-25,19.538,526.17,0.46,0.51,6.48,4.52
1990-11-26,19.514,526.15,0.45,0.37,0.02,0.45
1990-11-27,19.514,526.15,0.45,0.1,0.15,-0.16
1990-11-28,19.491,526.13,0.45,0.13,0.0,-0.85
1990-11-29,19.468,526.11,0.45,0.22,0.46,0.17
1990-11-30,19.423,526.08,0.45,0.14,0.17,-1.61
1990-12-01,19.421,526.07,0.45,0.31,0.21,-1.23
1990-12-02,19.41,526.06,0.45,0.92,0.0,0.13
1990-12-03,19.398,526.05,0.45,0.38,0.0,-0.8
1990-12-04,19.386,526.04,0.45,0.97,0.0,1.28
1990-12-05,19.375,526.03,0.45,0.63,0.0,0.96
1990-12-06,19.352,526.01,0.45,1.07,0.0,1.9
1990-12-07,19.34,526.0,0.45,0.18,0.0,-2.48
1990-12-08,19.317,525.98,0.46,0.04,0.0,-0.7
1990-12-09,19.328,525.99,0.46,0.12,13.16,0.53
1990-12-10,19.34,526.0,0.46,0.39,7.27,-2.07
1990-12-11,19.352,526.01,0.46,0.23,1.21,-3.44
1990-12-12,19.352,526.01,0.46,0.36,1.86,-2.7
1990-12-13,19.352,526.01,0.46,0.31,0.16,2.33
1990-12-14,19.34,526.0,0.45,0.78,0.85,-1.45
1990-12-15,19.375,526.03,0.45,0.29,0.09,-2.85
1990-12-16,19.398,526.05,0.45,0.14,0.0,-2.8
1990-12-17,19.423,526.08,0.45,0.46,0.0,-0.77
1990-12-18,19.468,526.11,0.45,0.03,0.0,-3.58
1990-12-19,19.503,526.14,0.45,0.0,2.22,-2.71
1990-12-20,19.526,526.16,0.45,0.05,0.1,-2.47
1990-12-21,19.549,526.18,0.45,0.54,0.0,-3.21
1990-12-22,19.573,526.2,0.45,0.56,0.0,-0.09
1990-12-23,19.596,526.22,0.45,0.51,0.0,1.12
1990-12-24,19.631,526.25,0.45,0.51,0.0,0.63
1990-12-25,19.654,526.27,0.45,0.64,0.0,2.96
1990-12-26,19.666,526.28,0.45,0.25,1.33,2.09
1990-12-27,19.69,526.3,0.45,0.32,3.22,3.96
1990-12-28,19.713,526.32,0.45,0.16,0.93,3.93
1990-12-29,19.737,526.34,0.45,0.24,0.02,2.1
1990-12-30,19.76,526.36,0.45,0.17,0.0,5.88
1990-12-31,19.795,526.39,0.46,0.31,0.0,6.05
1991-01-01,19.842,526.43,0.45,0.34,2.26,6.14
1991-01-02,19.901,526.48,0.45,0.19,0.1,0.99
1991-01-03,19.937,526.51,0.45,0.42,0.0,2.25
1991-01-04,19.985,526.55,0.45,0.72,0.04,3.67
1991-01-05,20.021,526.58,0.45,0.26,1.29,0.26
1991-01-06,20.057,526.61,0.45,0.59,0.0,1.79
1991-01-07,20.081,526.63,0.45,1.76,0.0,3.96
1991-01-08,20.081,526.63,0.45,0.14,0.19,2.34
1991-01-09,20.081,526.63,0.45,0.25,0.0,3.75
1991-01-10,20.069,526.62,0.45,0.16,0.0,3.69
1991-01-11,20.069,526.62,0.45,0.46,0.0,6.63
1991-01-12,20.069,526.62,0.46,0.25,0.97,5.63
1991-01-13,20.093,526.64,0.46,0.48,5.48,2.0
1991-01-14,20.105,526.65,0.45,0.24,0.75,-2.36
1991-01-15,20.105,526.65,0.45,0.17,0.76,-1.56
1991-01-16,20.105,526.65,0.46,0.23,0.0,-0.37
1991-01-17,20.117,526.66,0.47,0.19,7.94,0.68
1991-01-18,20.105,526.65,0.46,0.3,0.35,2.38
1991-01-19,20.105,526.65,0.46,0.27,0.23,1.33
1991-01-20,20.105,526.65,0.46,0.58,1.49,3.52
1991-01-21,20.105,526.65,0.46,0.36,1.01,-0.55
1991-01-22,20.081,526.63,0.46,0.11,0.04,0.73
1991-01-23,20.069,526.62,0.46,0.3,0.9,1.21
1991-01-24,20.045,526.6,0.46,0.0,0.25,-1.14
1991-01-25,20.033,526.59,0.46,0.3,0.0,-1.6
1991-01-26,20.021,526.58,0.46,0.59,0.89,2.93
1991-01-27,19.997,526.56,0.46,0.38,1.28,-0.01
1991-01-28,19.973,526.54,0.45,0.37,0.0,1.07
1991-01-29,19.961,526.53,0.45,0.06,0.0,-0.32
1991-01-30,19.937,526.51,0.45,0.43,0.0,0.64
1991-01-31,19.913,526.49,0.45,0.44,0.0,0.64
1991-02-01,19.878,526.46,0.45,0.19,4.68,-0.34
1991-02-02,19.854,526.44,0.47,0.33,0.66,0.26
1991-02-03,19.831,526.42,0.47,0.81,2.73,1.84
1991-02-04,19.795,526.39,0.46,0.62,5.16,0.85
1991-02-05,19.737,526.34,0.46,0.18,0.21,1.03
1991-02-06,19.666,526.28,0.46,0.32,0.0,-0.29
1991-02-07,19.596,526.22,0.46,0.37,0.18,1.33
1991-02-08,19.526,526.16,0.46,0.64,2.64,1.34
1991-02-09,19.456,526.1,0.46,0.32,4.67,-1.51
1991-02-10,19.398,526.05,0.45,0.25,1.38,2.0
1991-02-11,19.328,525.99,0.45,0.37,0.94,-1.21
1991-02-12,19.27,525.94,0.45,0.15,0.21,-3.38
1991-02-13,19.2,525.88,0.45,0.16,0.0,-4.64
1991-02-14,19.142,525.83,0.45,0.5,0.78,-0.8
1991-02-15,19.073,525.77,0.45,0.31,0.04,-5.29
1991-02-16,19.003,525.71,0.45,0.68,0.27,0.48
1991-02-17,18.957,525.67,0.46,0.49,8.35,5.15
1991-02-18,18.911,525.63,0.45,0.53,3.5,1.73
1991-02-19,18.877,525.6,0.46,0.53,0.17,2.85
1991-02-20,18.842,525.57,0.46,0.63,4.99,3.52
1991-02-21,18.796,525.53,0.45,0.49,0.42,2.66
1991-02-22,18.762,525.5,0.45,0.67,0.36,4.75
1991-02-23,18.717,525.46,0.45,0.58,0.0,3.55
1991-02-24,18.671,525.42,0.45,1.16,0.0,5.04
1991-02-25,18.638,525.39,0.45,1.22,0.0,6.8
1991-02-26,18.592,525.35,0.45,1.68,0.0,5.92
1991-02-27,18.559,525.32,0.45,1.77,0.0,6.2
1991-02-28,18.525,525.29,0.45,0.76,7.13,3.82
1991-03-01,18.502,525.27,0.49,0.63,0.11,2.4
1991-03-02,18.638,525.39,0.47,0.8,10.1,4.05
1991-03-03,18.796,525.53,0.46,0.85,0.58,5.94
1991-03-04,18.911,525.63,0.46,0.8,0.0,5.45
1991-03-05,18.992,525.7,0.46,1.49,0.0,8.46
1991-03-06,19.061,525.76,0.55,1.11,0.6,7.04
1991-03-07,19.538,526.17,0.83,0.97,30.03,6.22
1991-03-08,21.028,527.41,1.08,0.93,6.52,6.31
1991-03-09,21.5,527.79,1.27,0.91,0.33,4.74
1991-03-10,21.438,527.74,1.4,1.04,0.0,4.71
1991-03-11,21.226,527.57,1.48,1.46,0.33,7.37
1991-03-12,21.288,527.62,1.53,1.32,0.0,6.4
1991-03-13,21.35,527.67,1.56,1.57,0.52,8.68
1991-03-14,21.363,527.68,1.56,1.1,0.08,6.09
1991-03-15,21.563,527.84,1.54,1.27,0.1,5.97
1991-03-16,21.789,528.02,1.51,1.74,0.11,6.38
1991-03-17,22.044,528.22,1.49,1.9,1.36,7.14
1991-03-18,22.3,528.42,1.49,1.33,6.14,4.8
1991-03-19,22.481,528.56,1.48,2.26,0.14,5.84
1991-03-20,22.623,528.67,1.46,1.52,0.0,9.19
1991-03-21,22.78,528.79,1.42,2.3,0.0,10.5
1991-03-22,22.951,528.92,1.38,8.02,1.86,10.18
1991-03-23,23.175,529.09,1.37,1.57,1.0,6.04
1991-03-24,23.389,529.25,1.41,0.8,5.43,3.32
