date,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-06-14,,0.1,3.61,6.89,12.65
1990-06-15,,0.08,2.7,5.67,11.11
1990-06-16,,0.04,6.02,0.1,15.6
1990-06-17,,0.03,4.5,1.84,15.55
1990-06-18,,0.02,2.42,0.04,11.54
1990-06-19,,0.02,6.21,0.0,16.48
1990-06-20,,0.02,3.11,4.5,14.08
1990-06-21,,0.02,4.19,0.1,13.46
1990-06-22,,0.02,4.93,0.0,16.53
1990-06-23,,0.02,4.24,0.0,13.85
1990-06-24,,0.02,7.86,0.0,17.06
1990-06-25,,0.02,6.54,0.0,19.34
1990-06-26,,0.02,6.27,0.13,20.42
1990-06-27,,0.02,5.89,1.12,19.71
1990-06-28,,0.02,3.96,6.38,17.65
1990-06-29,,0.02,4.92,0.19,19.33
1990-06-30,,0.02,6.29,0.0,18.76
1990-07-01,,0.02,5.06,0.0,16.4
1990-07-02,,0.02,4.5,0.0,13.28
1990-07-03,,0.02,4.87,0.0,17.29
1990-07-04,,0.02,3.14,0.0,12.63
1990-07-05,,0.02,7.31,0.0,17.57
1990-07-06,,0.02,5.33,0.0,15.6
1990-07-07,,0.02,3.63,0.0,11.29
1990-07-08,,0.02,7.32,0.0,16.62
1990-07-09,,0.02,8.58,0.0,19.44
1990-07-10,,0.02,6.82,0.0,18.57
1990-07-11,,0.02,6.29,0.0,16.71
1990-07-12,,0.02,8.06,0.0,18.89
1990-07-13,,0.02,8.66,0.0,21.25
1990-07-14,,0.02,7.38,2.67,21.22
1990-07-15,,0.02,6.9,0.23,19.73
1990-07-16,,0.02,5.65,0.0,17.65
1990-07-17,,0.02,7.64,0.0,20.47
1990-07-18,,0.02,7.75,0.0,21.32
1990-07-19,,0.02,8.2,0.0,22.09
1990-07-20,,0.02,9.08,0.0,21.85
1990-07-21,,0.02,8.54,0.0,23.39
1990-07-22,,0.02,7.4,0.0,23.7
1990-07-23,,0.02,7.64,0.29,25.04
1990-07-24,,0.02,5.1,1.28,21.14
1990-07-25,,0.02,7.29,0.09,22.94
1990-07-26,,0.02,8.11,0.0,22.42
1990-07-27,,0.02,6.0,0.0,18.2
1990-07-28,,0.02,5.88,1.29,19.9
1990-07-29,,0.02,1.33,5.55,10.65
1990-07-30,,0.02,5.66,0.25,16.54
1990-07-31,,0.02,7.21,0.0,20.29
1990-08-01,,0.02,7.77,0.0,22.2
1990-08-02,,0.02,8.07,0.0,21.99
1990-08-03,,0.02,7.82,1.54,23.02
1990-08-04,,0.02,7.3,0.0,20.67
1990-08-05,,0.02,7.1,0.0,24.02
1990-08-06,,0.02,6.85,0.0,21.64
1990-08-07,,0.02,4.35,0.0,16.33
1990-08-08,,0.02,5.35,0.0,14.81
1990-08-09,,0.02,7.04,0.0,15.51
1990-08-10,,0.02,7.32,0.0,18.74
1990-08-11,,0.02,6.64,0.0,21.0
1990-08-12,,0.02,5.77,0.0,22.83
1990-08-13,,0.02,3.96,1.24,19.09
1990-08-14,,0.02,4.76,0.55,18.91
1990-08-15,,0.02,5.04,0.0,18.55
1990-08-16,,0.02,5.44,0.0,17.94
1990-08-17,,0.02,5.79,0.0,19.43
1990-08-18,,0.02,3.42,0.0,14.35
1990-08-19,,0.02,6.55,0.0,18.08
1990-08-20,,0.02,5.82,6.06,20.29
1990-08-21,,0.02,3.03,0.97,18.4
1990-08-22,,0.02,4.46,0.04,18.27
1990-08-23,,0.02,6.35,0.17,19.82
1990-08-24,,0.02,4.48,0.0,18.76
1990-08-25,,0.02,4.39,0.3,18.67
1990-08-26,,0.02,3.61,0.0,17.12
1990-08-27,,0.02,4.39,0.0,17.26
1990-08-28,,0.02,5.83,0.0,18.22
1990-08-29,,0.02,4.34,0.07,21.45
1990-08-30,,0.02,4.78,0.01,19.98
1990-08-31,,0.02,1.89,7.16,11.27
1990-09-01,,0.02,3.18,0.51,12.93
1990-09-02,,0.02,2.48,0.0,14.29
1990-09-03,,0.01,4.19,0.0,17.41
1990-09-04,,0.01,4.59,0.0,18.69
1990-09-05,,0.01,3.35,0.0,16.26
1990-09-06,,0.01,4.98,0.0,17.87
1990-09-07,,0.01,4.8,0.0,16.78
1990-09-08,,0.01,2.3,0.0,13.12
1990-09-09,,0.01,3.19,1.19,16.29
1990-09-10,,0.01,1.7,0.48,15.08
1990-09-11,,0.01,2.7,0.0,16.92
1990-09-12,,0.01,3.42,0.0,18.69
1990-09-13,,0.01,4.23,0.0,19.07
1990-09-14,,0.01,2.77,0.0,17.35
1990-09-15,,0.01,3.32,0.0,17.94
1990-09-16,,0.01,2.9,1.38,17.18
1990-09-17,,0.01,2.12,2.2,15.31
1990-09-18,,0.01,2.01,0.0,14.2
1990-09-19,,0.01,3.47,0.0,16.27
1990-09-20,,0.01,3.34,1.01,19.47
1990-09-21,,0.01,2.44,0.09,16.73
1990-09-22,,0.01,3.01,0.0,16.71
1990-09-23,,0.01,3.02,0.0,16.79
1990-09-24,,0.01,1.9,1.09,13.02
1990-09-25,,0.01,1.44,0.0,10.93
1990-09-26,,0.01,1.38,0.87,12.1
1990-09-27,,0.01,1.77,0.0,13.95
1990-09-28,,0.01,2.43,0.0,15.81
1990-09-29,,0.01,2.62,0.04,17.79
1990-09-30,,0.01,2.64,5.05,17.73
1990-10-01,,0.01,1.66,2.2,15.59
1990-10-02,,0.01,0.99,0.11,11.72
1990-10-03,,0.01,2.0,0.0,15.61
1990-10-04,,0.01,1.4,1.63,14.82
1990-10-05,,0.01,0.93,0.0,7.51
1990-10-06,,0.01,3.4,0.0,8.57
1990-10-07,,0.01,2.93,0.0,11.59
1990-10-08,,0.01,0.78,1.42,6.3
1990-10-09,,0.01,1.13,0.03,6.11
1990-10-10,,0.01,1.99,0.0,8.56
1990-10-11,,0.01,1.77,0.11,11.51
1990-10-12,,0.01,1.12,0.0,12.5
1990-10-13,,0.01,1.32,0.0,13.39
1990-10-14,,0.01,1.43,0.0,14.29
1990-10-15,,0.01,1.94,0.0,16.03
1990-10-16,,0.01,0.81,0.79,10.0
1990-10-17,,0.01,1.3,0.38,11.24
1990-10-18,,0.01,1.01,0.07,8.88
1990-10-19,,0.01,0.82,4.08,10.05
1990-10-20,,0.01,0.61,0.18,7.6
1990-10-21,,0.01,0.92,0.0,8.81
1990-10-22,,0.01,0.96,4.75,10.11
1990-10-23,,0.02,0.58,4.54,7.04
1990-10-24,,0.02,0.56,1.63,8.15
1990-10-25,,0.01,0.56,1.39,7.73
1990-10-26,,0.01,0.65,0.53,8.43
1990-10-27,,0.01,0.5,0.08,6.08
1990-10-28,,0.02,0.6,3.99,6.05
1990-10-29,,0.02,0.56,5.95,7.36
1990-10-30,,0.02,0.75,1.18,13.48
1990-10-31,,0.02,0.68,1.23,12.99
1990-11-01,,0.02,0.49,4.7,6.14
1990-11-02,,0.01,0.39,0.1,5.45
1990-11-03,,0.01,0.25,0.68,5.37
1990-11-04,,0.0,0.19,1.21,2.0
1990-11-05,,0.0,0.03,0.0,1.17
1990-11-06,,0.0,0.19,0.0,2.59
1990-11-07,,0.0,0.28,1.47,4.88
1990-11-08,,0.02,0.42,5.61,6.84
1990-11-09,,0.03,0.44,15.24,8.48
1990-11-10,,0.02,0.36,0.8,8.18
1990-11-11,,0.01,0.2,2.63,5.44
1990-11-12,,0.01,0.14,0.1,5.91
1990-11-13,,0.01,0.91,0.0,9.15
1990-11-14,,0.0,0.34,0.0,9.27
1990-11-15,,0.0,0.13,0.0,7.68
1990-11-16,,0.0,1.13,0.0,9.5
1990-11-17,,0.0,0.2,0.0,7.59
1990-11-18,,0.0,0.34,0.0,9.92
1990-11-19,,0.0,0.12,0.0,7.58
1990-11-20,,0.0,0.08,0.0,7.06
1990-11-21,,0.01,0.09,2.55,4.49
1990-11-22,,0.01,0.27,6.57,1.39
1990-11-23,,0.02,0.03,0.2,0.33
1990-11-24,,0.02,0.47,7.3,1.82
1990-11-25,,0.02,0.03,3.17,1.03
1990-11-26,,0.01,0.11,0.37,-0.03
1990-11-27,,0.01,0.01,1.29,-0.08
1990-11-28,,0.01,0.18,0.36,-0.04
1990-11-29,,0.0,0.27,0.0,1.65
1990-11-30,,0.0,0.05,0.0,-0.45
1990-12-01,,0.0,0.13,0.0,0.36
1990-12-02,,0.0,0.97,0.0,1.03
1990-12-03,,0.0,0.58,0.0,0.08
1990-12-04,,0.0,0.43,0.0,-0.42
1990-12-05,,0.0,0.15,0.0,-0.86
1990-12-06,,0.0,0.38,0.0,-0.06
1990-12-07,,0.0,0.07,0.0,-2.77
1990-12-08,,0.0,0.33,0.35,-0.13
1990-12-09,,0.0,0.13,14.19,-3.66
1990-12-10,,0.0,0.06,2.17,-2.95
1990-12-11,,0.01,0.12,5.82,-2.03
1990-12-12,,0.02,0.61,0.86,1.81
1990-12-13,,0.03,0.23,1.88,3.06
1990-12-14,,0.01,0.29,0.15,1.13
1990-12-15,,0.01,0.14,0.24,-2.23
1990-12-16,,0.01,0.36,0.0,-0.54
1990-12-17,,0.0,0.19,0.0,-1.79
1990-12-18,,0.0,0.02,0.0,-1.86
1990-12-19,,0.0,0.01,0.0,-0.77
1990-12-20,,0.0,0.02,0.0,-2.04
1990-12-21,,0.0,0.1,0.0,-3.8
1990-12-22,,0.0,0.5,0.0,-1.25
1990-12-23,,0.0,0.23,0.0,-1.15
1990-12-24,,0.0,0.15,0.0,-1.25
1990-12-25,,0.0,0.14,0.0,-1.3
1990-12-26,,0.0,0.06,0.77,-0.2
1990-12-27,,0.0,0.08,0.29,4.5
1990-12-28,,0.01,0.15,3.11,1.92
1990-12-29,,0.01,0.0,1.53,2.73
1990-12-30,,0.01,0.0,0.0,4.11
1990-12-31,,0.01,0.0,0.0,4.67
1991-01-01,,0.01,0.29,1.66,2.33
1991-01-02,,0.01,0.0,0.08,-0.03
1991-01-03,,0.0,0.18,0.0,0.85
1991-01-04,,0.0,0.41,1.52,2.88
1991-01-05,,0.0,0.03,0.27,-0.23
1991-01-06,,0.0,0.09,0.0,0.63
1991-01-07,,0.0,0.08,0.38,2.96
1991-01-08,,0.0,0.21,1.78,1.76
1991-01-09,,0.01,0.14,0.76,2.64
1991-01-10,,0.01,0.06,2.53,4.96
1991-01-11,,0.01,0.05,0.07,6.33
1991-01-12,,0.02,0.11,6.48,3.88
1991-01-13,,0.01,0.15,0.91,-0.37
1991-01-14,,0.01,0.11,0.12,-0.88
1991-01-15,,0.0,0.22,0.0,-3.49
1991-01-16,,0.0,0.02,0.0,-4.92
1991-01-17,,0.0,0.05,0.0,-2.9
1991-01-18,,0.0,0.28,2.35,-0.11
1991-01-19,,0.0,0.15,0.1,2.74
1991-01-20,,0.0,0.31,0.0,1.33
1991-01-21,,0.0,0.38,0.0,-0.96
1991-01-22,,0.0,0.31,0.0,0.98
1991-01-23,,0.0,0.19,1.42,-1.66
1991-01-24,,0.0,0.0,0.0,-1.75
1991-01-25,,0.0,0.1,0.0,-2.05
1991-01-26,,0.0,0.32,0.0,0.81
1991-01-27,,0.0,0.3,0.0,-0.39
1991-01-28,,0.0,0.02,0.0,-1.45
1991-01-29,,0.0,0.03,0.0,-1.51
1991-01-30,,0.0,0.11,0.0,-1.68
1991-01-31,,0.0,0.09,0.0,-1.52
1991-02-01,,0.0,0.03,0.0,-1.71
1991-02-02,,0.0,0.25,2.95,-2.2
1991-02-03,,0.0,0.31,4.56,-1.54
1991-02-04,,0.01,0.18,0.87,1.22
1991-02-05,,0.01,0.16,0.01,-0.06
1991-02-06,,0.01,0.03,0.0,-0.18
1991-02-07,,0.01,0.16,1.92,2.44
1991-02-08,,0.01,0.48,0.38,0.6
1991-02-09,,0.0,0.29,0.86,0.08
1991-02-10,,0.01,0.35,2.82,1.9
1991-02-11,,0.01,0.23,0.1,-2.48
1991-02-12,,0.0,0.36,0.0,-0.95
1991-02-13,,0.0,0.32,0.0,-3.32
1991-02-14,,0.0,0.28,0.57,-1.3
1991-02-15,,0.0,0.26,0.0,-5.09
1991-02-16,,0.0,1.25,0.0,1.52
1991-02-17,,0.0,0.45,0.1,1.02
1991-02-18,,0.0,0.4,8.41,-1.48
1991-02-19,,0.01,0.48,6.42,-0.88
1991-02-20,,0.03,0.44,0.17,0.93
1991-02-21,,0.08,0.71,0.0,2.33
1991-02-22,,0.05,0.46,1.93,3.2
1991-02-23,,0.02,0.4,0.1,1.13
1991-02-24,,0.02,1.13,0.0,4.29
1991-02-25,,0.02,1.46,0.0,5.82
1991-02-26,,0.01,0.75,0.0,4.78
1991-02-27,,0.01,1.17,1.69,6.59
1991-02-28,,0.01,0.59,0.35,2.92
1991-03-01,,0.04,0.41,11.28,0.11
1991-03-02,,0.03,0.59,0.22,2.26
1991-03-03,,0.07,0.96,0.0,5.16
1991-03-04,,0.03,0.75,0.67,5.31
1991-03-05,,0.01,0.97,0.0,6.64
1991-03-06,,0.01,0.8,1.52,5.89
1991-03-07,,0.01,1.57,1.81,5.86
1991-03-08,,0.04,0.89,6.57,3.82
1991-03-09,,0.06,0.82,6.32,3.59
1991-03-10,,0.03,0.88,1.64,4.99
1991-03-11,,0.01,1.25,0.05,7.13
1991-03-12,,0.09,1.29,0.0,7.67
1991-03-13,,0.42,1.28,15.7,8.57
1991-03-14,,0.2,0.86,1.03,5.45
1991-03-15,,0.06,1.1,0.0,6.77
1991-03-16,,0.03,1.22,0.0,7.49
1991-03-17,,0.07,1.2,4.29,6.88
1991-03-18,,0.04,0.97,2.92,3.06
1991-03-19,,0.01,1.81,0.1,7.67
1991-03-20,,0.01,1.58,0.0,8.96
1991-03-21,,0.01,2.36,0.0,11.13
1991-03-22,,0.01,1.37,2.05,6.41
1991-03-23,,0.0,1.5,0.23,3.98
1991-03-24,,0.0,1.15,0.16,2.0
1991-03-25,,0.0,1.39,0.1,2.52
1991-03-26,,0.0,0.95,0.11,3.5
1991-03-27,,0.0,0.86,0.0,2.84
1991-03-28,,0.0,1.25,0.0,4.31
1991-03-29,,0.0,1.64,0.0,5.65
1991-03-30,,0.0,2.16,0.0,7.67
1991-03-31,,0.0,1.44,0.0,4.02
1991-04-01,,0.0,2.5,0.0,3.59
1991-04-02,,0.0,2.95,0.0,5.27
1991-04-03,,0.0,3.67,0.0,9.08
1991-04-04,,0.02,1.01,2.15,1.1
1991-04-05,,0.07,1.5,6.15,3.63
1991-04-06,,0.04,1.77,0.4,2.06
1991-04-07,,0.01,2.3,0.0,5.37
1991-04-08,,0.01,1.91,0.0,6.83
1991-04-09,,0.01,2.18,0.0,6.9
1991-04-10,,0.01,3.22,0.0,8.09
1991-04-11,,0.0,3.78,0.0,10.09
1991-04-12,,0.47,3.26,0.08,11.28
1991-04-13,,1.8,1.54,46.25,5.65
1991-04-14,,1.97,0.84,24.66,-1.09
1991-04-15,,2.97,1.47,4.96,3.87
1991-04-16,,5.08,0.84,25.37,4.62
1991-04-17,,5.56,1.4,4.87,6.17
1991-04-18,,5.0,1.58,0.1,3.83
1991-04-19,,4.36,2.78,0.0,3.34
1991-04-20,,3.79,2.11,0.0,3.34
1991-04-21,,3.25,1.85,0.01,0.61
1991-04-22,,2.72,2.09,0.0,1.2
1991-04-23,,2.21,3.27,0.0,4.9
1991-04-24,,1.87,2.68,0.0,3.86
1991-04-25,,1.92,2.43,4.31,5.83
1991-04-26,,1.81,1.81,5.56,2.45
1991-04-27,,1.54,2.09,0.3,1.87
1991-04-28,,1.14,2.6,0.0,7.04
1991-04-29,,0.77,1.82,0.0,5.2
1991-04-30,,0.49,3.58,0.0,9.25
1991-05-01,,0.29,3.64,0.0,11.42
1991-05-02,,0.2,1.65,1.89,4.71
1991-05-03,,0.11,1.74,0.24,2.41
1991-05-04,,0.06,2.14,0.11,2.97
1991-05-05,,0.05,1.66,2.83,3.84
1991-05-06,,0.04,1.42,0.52,2.09
1991-05-07,,0.03,2.16,0.0,3.15
1991-05-08,,0.03,2.36,2.48,5.33
1991-05-09,,0.03,2.29,0.54,3.76
1991-05-10,,0.02,1.97,0.0,4.1
1991-05-11,,0.02,2.31,0.13,4.58
1991-05-12,,0.02,2.83,0.0,4.83
1991-05-13,,0.02,2.99,0.0,8.43
1991-05-14,,0.02,2.45,0.0,7.59
1991-05-15,,0.02,3.33,0.0,9.12
1991-05-16,,0.01,3.23,0.0,8.53
1991-05-17,,0.01,3.19,0.0,7.27
1991-05-18,,0.01,2.76,0.0,7.22
1991-05-19,,0.01,2.18,0.0,6.4
1991-05-20,,0.01,2.92,0.0,7.92
1991-05-21,,0.01,3.55,0.0,9.4
1991-05-22,,0.01,5.75,0.0,11.36
1991-05-23,,0.01,6.21,0.0,15.43
1991-05-24,,0.01,6.81,0.0,15.89
1991-05-25,,0.01,6.77,0.0,12.87
1991-05-26,,0.01,6.29,0.0,14.11
1991-05-27,,0.01,5.88,0.0,13.25
1991-05-28,,0.01,6.56,0.0,15.45
1991-05-29,,0.01,6.56,0.0,15.51
1991-05-30,,0.01,4.5,1.72,16.23
1991-05-31,,0.01,1.95,12.68,12.26
1991-06-01,,0.02,2.41,2.2,12.2
1991-06-02,,0.02,3.04,1.33,12.22
1991-06-03,,0.05,3.11,5.24,11.54
1991-06-04,,0.07,3.43,8.03,12.11
1991-06-05,,0.04,3.89,0.21,12.38
1991-06-06,,0.02,3.94,2.93,14.57
1991-06-07,,0.02,3.77,0.83,14.34
1991-06-08,,0.02,3.64,2.45,13.18
1991-06-09,,0.02,4.79,0.08,13.41
1991-06-10,,0.02,6.79,0.0,17.57
1991-06-11,,0.02,2.3,0.0,9.41
1991-06-12,,0.02,6.32,0.0,13.48
1991-06-13,,0.02,8.05,0.0,17.25
1991-06-14,,0.02,6.57,0.0,16.43
1991-06-15,,0.02,7.02,0.0,18.42
1991-06-16,,0.02,5.06,2.15,18.02
1991-06-17,,0.02,2.45,0.1,10.07
1991-06-18,,0.02,3.53,0.0,7.95
1991-06-19,,0.02,3.55,0.0,7.25
1991-06-20,,0.02,5.67,0.0,15.88
1991-06-21,,0.02,4.26,0.0,15.86
1991-06-22,,0.02,5.97,0.12,18.44
1991-06-23,,0.02,6.29,0.01,18.43
1991-06-24,,0.02,6.07,0.0,19.99
1991-06-25,,0.02,8.15,0.0,20.64
1991-06-26,,0.02,8.76,0.0,21.83
1991-06-27,,0.02,5.62,0.0,18.86
1991-06-28,,0.02,3.78,0.0,11.92
1991-06-29,,0.02,4.37,0.0,10.4
1991-06-30,,0.02,6.25,0.0,13.16
1991-07-01,,0.02,7.55,0.0,18.49
1991-07-02,,0.02,6.19,2.16,18.58
1991-07-03,,0.02,2.37,2.17,12.25
1991-07-04,,0.02,2.7,4.69,14.16
1991-07-05,,0.02,6.09,0.55,18.37
1991-07-06,,0.02,3.93,0.0,12.1
1991-07-07,,0.02,5.49,0.0,13.29
1991-07-08,,0.02,5.08,0.0,15.98
1991-07-09,,0.02,5.57,0.0,21.11
1991-07-10,,0.02,5.35,0.0,20.43
1991-07-11,,0.02,8.38,0.0,23.94
1991-07-12,,0.02,7.84,0.0,22.68
1991-07-13,,0.02,7.59,0.0,20.97
1991-07-14,,0.02,5.78,0.0,19.71
1991-07-15,,0.02,5.0,0.0,17.21
1991-07-16,,0.02,8.15,0.0,20.16
1991-07-17,,0.02,7.96,0.0,21.05
1991-07-18,,0.02,8.42,0.0,20.72
1991-07-19,,0.02,8.76,0.0,21.87
1991-07-20,,0.02,5.8,0.0,23.09
1991-07-21,,0.02,6.07,0.24,21.55
1991-07-22,,0.02,5.82,0.0,20.74
1991-07-23,,0.02,5.43,0.0,19.55
1991-07-24,,0.02,6.73,0.0,20.19
1991-07-25,,0.02,4.83,0.0,16.99
1991-07-26,,0.02,4.63,0.0,13.92
1991-07-27,,0.02,5.06,0.0,14.22
1991-07-28,,0.02,8.54,0.0,18.66
1991-07-29,,0.02,7.26,0.15,21.48
1991-07-30,,0.02,4.56,0.0,14.92
1991-07-31,,0.02,4.77,0.0,14.85
1991-08-01,,0.02,4.6,0.0,17.18
